Console,GameName,Score
3DS,Dillon's Dead-Heat Breakers Review: Running On Fumes,6
PC,The Forest Review: Are You Afraid Of The Dark?,8
PC,Agony Review: A Captivating Disappointment,3
"XONE, NS, PC, PS4",Street Fighter 30th Anniversary Collection Review - Keep The Past Alive,8
PC,"Quarantine Circular Review: Who Are We, Really?",7
"XONE, PC",Conan Exiles Review: Dull And Dense,3
NS,Wizard Of Legend Review: Fast-Paced Action,7
PS4,Detroit: Become Human Review - To Err Is Human,7
"NS, PC",Runner 3 Review: A Bit Of A Trip,7
"XONE, PC",State Of Decay 2 Review: The Limping Dead,5
NS,Hyrule Warriors: Definitive Edition Review - The Great Zelda Spin-Off Is Back,8
"PC, NS",Framed Collection Review - Worth A Thousand Words,7
"PC, XONE, PS4, NS",Battle Chasers Nightwar Review: Switch It Up,8
"PC, PS4",Battle Chasers: Nightwar Review,6
PC,FAR: Lone Sails Review: Come Sail Away,8
PS4,Destiny 2: Warmind Review - Back To Work,6
PC,Pillars Of Eternity 2: Deadfire Review - A Pirate's Life For Me,8
PC,Battletech Review: A Tactical PC Game That Will Mech Your Day,8
PC,"Total War Saga: Thrones Of Britannia Review - Rule, Britannia",8
"XONE, PS4, PC",City of Brass Review - Hidden Treasure,7
NS,Nintendo Labo Review: Variety Kit And Robot Kit,7
NS,Donkey Kong Country: Tropical Freeze Review - A Blast From The Past,9
WIIU,Donkey Kong Country: Tropical Freeze Review,6
NS,Jotun: Valhalla Edition Switch Review - A Slight Downgrade,7
PC,"Frostpunk Review: Damned If You Do, Damned If You Don't",9
XONE,The Invisible Hours Review: From Every Angle,7
"PS4, PC",The Swords Of Ditto Review: One Good Turn Deserves Another,7
3DS,The Alliance Alive Review: A Change Of Pace,8
"PC, XONE, PS4",Life Is Strange: Before The Storm Review - Keep the Good Times Rolling,8
PS4,Yakuza 6: The Song Of Life Review: Tokyo Drifter,8
PS4,"God Of War Review: Out With The Old, In With The New",9
NS,Penny-Punching Princess Review: In For A Pound,6
"PC, XONE, PS4",Extinction Review - A Giant Mess,4
PC,Fortnite: Battle Royale Review - Laying The Foundation,8
"PS4, XONE",Far Cry 5 Review: Rocky Mountain High,9
"PC, PS4",Minit Review - Gone In 60 Seconds,8
PC,Kerbal Space Program: Making History Review - Shoot For The Mun,7
PC,Orwell: Ignorance Is Strength Review - Staunch Surveillance,6
PS4,MLB The Show 18 Review: A Home Run,9
XONE,Sea Of Thieves Review: Set Sail With Trepidation,6
NS,Bridge Constructor Portal Review,4
PS4,Batman: The Enemy Within Episode 5 Review - No More Joking Around,9
PC,H1Z1 Review: Still On The Ground Floor,6
PC,Ni No Kuni 2: Revenant Kingdom Review - A Regal Joyride,8
PS4,A Way Out Review: You Can't Have One Without The Other,6
3DS,"Detective Pikachu Review: Elementary, My Dear Watt-son",7
PS4,Attack on Titan 2 Review: Colossal Action,8
PC,Surviving Mars Review: Building The Final Frontier,8
PS4,Bravo Team Review: Back To Basics,4
NS,Kirby Star Allies Review: Take It Easy,8
PS4,The 25th Ward: The Silver Case Review: Obstruction Of Justice,6
PC,Pit People Review,7
PS4,Q.U.B.E. 2 Review: Think Inside The Box,7
PS4,Gravel Review: Slow And Steady Doesn't Win The Race,5
"PS4, NS",Mulaka Review: Of Myth And Monsters,7
3DS,Mario & Luigi: Superstar Saga + Bowser's Minions Review,8
"PS4, XONE, PC, NS",Pac-Man: Championship Edition 2 Review,8
PS4,Metal Gear Survive Review: Too Harsh To Enjoy,5
PC,Where The Water Tastes Like Wine Review: Hard Travelin',6
PS4,Moss Review: Tiny Triumph,8
NS,Payday 2 Switch Review: Mo' Money Mo' Problems,5
"PC, PS3, X360",Payday 2 Review,7
PC,Age Of Empires: Definitive Edition Review: Antique Revival,6
"PC, XONE, PS4",Kingdom Come: Deliverance Review: The Past Comes At You Fast,8
NS,Fe Review: Strike A Chord,7
PS4,"Secret Of Mana Review: Where Secrets Go, Trouble Follows",6
PC,Rust Review: Life Is Fleeting,3
PC,Attack Of The Earthlings Review: The Tables Have Turned,7
NS,Aegis Defenders Review,4
"WIIU, NS",Bayonetta 2 Review,1
PS4,Dynasty Warriors 9 Review: A New World,7
"PC, NS",Owlboy Review: A Heartfelt Tale,9
NS,The Longest Five Minutes Review: The Power Of Memories,6
PC,Crossing Souls Review: Stuck In The Past,6
3DS,Radiant Historia Perfect Chronology Review: Time After Time After Time,8
PC,Civilization 6: Rise And Fall Review: A New Era,8
NS,Dragon Quest Builders Review: Working The Land,8
"NS, PC",Dandara Review: Off The Wall,7
PS4,Dissidia Final Fantasy NT Review: A Messy Mashup,5
PS4,"UFC 3 Review: A Tense, Exciting, And Dynamic Recreation Of MMA",8
"PS4, PC, NS",Night In The Woods Review,9
PC,OK K.O.! Let's Play Heroes Review: Pulling Punches,6
PS4,Shadow Of The Colossus Review: A Timeless Classic,9
PC,Subnautica Review: A Water Wonderland,9
PS4,Lost Sphear Review: Short Of The Mark,6
NS,Celeste Review: More Than Just A Great Platformer,9
PS4,MLB The Show 17 Review,8
"PS4, VITA",Iconoclasts Review,9
PS4,The Inpatient Review,8
PS4,AO Tennis Review,3
PC,The Red Strings Club Review,9
"PS4, XONE, PC",Batman: The Enemy Within - Episode 4: What Ails You Review,9
"PC, PS4",Street Fighter 5: Arcade Edition Review,9
PC,Spellforce 3 Review,7
"NS, PC",Tiny Metal Review,7
NS,Brawlout Review,5
PC,L.A. Noire: The VR Case Files Review,8
PC,PlayerUnknown's Battlegrounds Review,8
PC,Hello Neighbor Review,3
"PC, NS",Gorogoa Review,8
NS,The Legend of Zelda: Breath Of The Wild - The Champions' Ballad Review,8
PC,Rumu Review,7
PS4,Destiny 2: Curse Of Osiris Review,5
PS4,Steep: Road To The Olympics Review,7
PS4,Doom VFR Review,7
NS,Xenoblade Chronicles 2 Review,7
"PC, PS4, NS",Rive Review,8
PC,Batman: The Enemy Within - Episode 3: Fractured Mask Review,8
NS,LA Noire Switch Review,7
"PS4, XONE, PC",Star Wars Battlefront II Review,6
"3DS, 3DS",Pokemon Ultra Sun And Ultra Moon Review,8
PC,Football Manager 2018 Review,9
NS,The Elder Scrolls V: Skyrim Switch Review,8
PS4,Ashes Cricket Review,7
PS4,Lego Marvel Super Heroes 2 Review,7
NS,Doom Switch Review,7
PS4,GT Sport Review,8
PC,Hand Of Fate 2 Review,8
NS,Rocket League Switch Review,9
"PS4, XONE, NS, PC",Sonic Forces Review,5
3DS,Etrian Odyssey 5: Beyond The Myth Review,8
NS,Spelunker Party Review,6
PS4,Steven Universe: Save the Light Review,6
"PS4, XONE",Need For Speed Payback Review,5
PS4,Oure Review,5
PS4,Horizon: Zero Dawn - The Frozen Wilds Review,8
"XONE, PS4",Call Of Duty: WWII Review,9
"XONE, PC, XONE",Super Lucky's Tale Review,6
"PS4, PC, XONE",Wolfenstein 2: The New Colossus Review,9
PS4,Life Is Strange: Before The Storm - Episode 2 - Brave New World Review,7
PS4,Megaton Rainfall Review,7
PS4,The Mummy Demastered Review,7
NS,Super Mario Odyssey Review,1
"PS4, XONE, PC, XONE, PC, PS4",Assassin's Creed Origins Review,7
PC,Arktika.1 Review,7
"PS4, XONE, PC",Destiny 2 Review,8
NS,Golf Story Review,8
PS4,Elex Review,4
"PS4, XONE, PC",WWE 2K18 Review,5
NS,Fire Emblem Warriors Review,6
"XONE, PC, PS4",South Park: The Fractured But Whole Review,8
"PC, XONE, PS4",The Evil Within 2 Review,8
PC,The Flame in the Flood Review,8
"PC, PS4, NS",Stardew Valley Review,9
PC,A Hat In Time Review,7
PS4,Gundam Versus Review,7
"PS4, NS",Axiom Verge Review,8
NS,FIFA 18 Nintendo Switch Review,5
PC,Batman - The Enemy Within: The Enigma - Episode 1 Review,8
PC,Batman: The Enemy Within - Episode 2: The Pact Review,8
"XONE, PC, XONE",Forza Motorsport 7 Review,8
"PS4, XONE",NBA Live 18 Review,7
SNES,Star Fox 2 Review,5
"PS4, VITA",Danganronpa V3: Killing Harmony Review,7
PS4,WRC 7 Review,7
PC,Figment Review,7
"PS4, NS, XONE",NBA 2K18 Review,8
PC,Total War: Warhammer 2 Review,9
PC,Ruiner Review,8
"NS, PC",SteamWorld Dig 2 Review,9
"XONE, PC, PS4",FIFA 18 Review,7
PS4,Project Cars 2 Review,7
"XONE, PS4",Marvel Vs. Capcom: Infinite Review,8
"PC, PS4",Tooth And Tail Review,8
PS4,NHL 18 Review,7
PC,Echo Review,8
"PC, PS4, PS3, X360, XONE",PES 2018 Review,8
"PS4, XONE, PC, XONE, PC, PS4",Dishonored: Death Of The Outsider Review,8
PS4,Don't Knock Twice Review,5
PS4,Ys VIII: Lacrimosa Of Dana Review,8
PC,ARK: Survival Evolved Review,6
3DS,Metroid: Samus Returns Review,9
PS4,Knack 2 Review,7
PS4,Everybody's Golf Review,8
PC,XCOM 2: War Of The Chosen Review,9
PC,Life Is Strange: Before The Storm - Episode 1 - Awake Review,8
PS4,Warriors All-Stars Review,7
PS4,Last Day Of June Review,6
PC,Absolver Review,8
NS,Mario + Rabbids: Kingdom Battle Review,9
"PS4, PC",F1 2017 Review,9
PC,Distrust Review,7
"XONE, PS4",Madden NFL 18 Review,9
PC,Guardians Of The Galaxy - Episode 3: More Than A Feeling Review,6
PS4,Yonder: The Cloud Catcher Chronicles Review,6
XONE,The Pillars Of The Earth Review,7
"PC, PS4, NS, XONE",Thumper Review,9
"PS4, PS4",Uncharted: The Lost Legacy Review,9
PC,Observer Review,9
PC,The Long Dark Review,6
PS4,Agents Of Mayhem Review,4
PS4,Matterfall Review,6
PC,Lawbreakers PC Review,8
PS4,Lawbreakers PS4 Review,7
PC,Gigantic Review,8
"PC, PS4",Mega Man Legacy Collection 2 Review,6
PS4,Rez Infinite Review,9
PC,Redeemer Review,6
"PC, XONE",Tacoma Review,7
3DS,Miitopia Review,5
PC,For Honor Review,8
PC,Sundered Review,8
3DS,Hey Pikmin Review,6
"PS4, PC",Pyre Review,9
NS,Splatoon 2 Review,8
PC,Diablo 3: Rise Of The Necromancer Review,7
PC,Final Fantasy 14: Stormblood Review,8
PS4,Final Fantasy 12: The Zodiac Age Review,9
PC,Rakuen Review,7
PC,The Mage's Tale Review,4
PS4,Get Even Review,7
3DS,Ever Oasis Review,7
PS4,Valkyria Revolution Review,6
PC,Cities: Skylines - Mass Transit Review,8
PS4,Star Trek: Bridge Crew Review,6
PS4,Nex Machina Review,9
PC,Impact Winter Review,6
PC,Reservoir Dogs: Bloody Days Review,4
PC,The Fidelio Incident Review,6
PC,Guardians Of The Galaxy - Episode 2: Under Pressure Review,7
PC,The Walking Dead: A New Frontier - Episode Five: Under the Gallows Review,6
XONE,The Town Of Light Review,4
PC,Steel Division: Normandy '44 Review,8
NS,Arms Review,7
PS4,Wipeout Omega Collection Review,9
PS4,Dirt 4 Review,9
"XONE, PC, PS4",Tekken 7 Review,8
"PC, PS4, XONE",Friday The 13th: The Game Review,4
"PC, XONE",Tokyo 42 Review,7
XBOX,The Elder Scrolls III: Morrowind Review,8
PC,Perception Review,5
"PC, PS4",Danger Zone Review,6
PS4,Rime Review,6
PC,Endless Space 2 Review,8
PS4,Call Of Duty: Black Ops 3 Zombies Chronicles Review,8
PS4,Birthdays The Beginning Review,5
PC,Mages of Mystralia Review,6
PS4,Farpoint Review,7
PC,The Surge Review,7
PS4,Prey Review,6
3DS,Fire Emblem Echoes: Shadows of Valentia Review,9
"XONE, PS4",Injustice 2 Review,9
XONE,NBA Playgrounds Review,6
PC,Strafe Review,8
PC,Expeditions: Viking Review,6
"PC, PS4",Super Rude Bear Resurrection Review,9
PC,Pinstripe Review,5
NS,Tumbleseed Review,6
PC,Little Nightmares Review,8
PC,Syberia 3 Review,4
PC,The Walking Dead: A New Frontier - Episode Four: Thicker Than Water Review,7
PS4,The Sexy Brutale Review,8
PS4,Cosmic Star Heroine Review,6
PS4,What Remains of Edith Finch Review,9
"PS4, PC",Dragon Quest Heroes II Review,8
PS4,Sniper Ghost Warrior 3 Review,5
NS,Puyo Puyo Tetris Review,8
PC,Outlast 2 Review,7
PS4,The Disney Afternoon Collection Review,7
NS,Mario Kart 8 Deluxe Review,9
PC,"Warhammer 40,000: Dawn Of War III Review",8
PS4,Wonder Boy: The Dragon's Trap Review,8
PS4,Guardians Of The Galaxy - Episode 1: Tangled Up In Blue Review,7
"PC, NS",Mr. Shifty Review,8
PS4,Toukiden 2 Review,7
PS4,Drawn To Death Review,4
PC,Hacknet - Labyrinths Review,8
PS4,Momodora: Reverie Under The Moonlight Review,6
PS4,Bulletstorm: Full Clip Edition Review,8
NS,Has-Been Heroes Review,5
PS4,Parappa The Rapper Remastered Review,6
XONE,Yooka-Laylee Review,6
"PC, PS4",Rain World Review,5
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 3: Above The Law Review,6
"PC, NS, PS4, XONE",Snake Pass Review,7
PC,Thimbleweed Park Review,7
PS4,Flatout 4: Total Insanity Review,5
PC,Dark Souls 3: The Ringed City Review,8
PC,Stories Untold Review,7
"PS3, PS4",Persona 5 Review,9
PS4,Everything Review,6
PS4,Mass Effect: Andromeda Review,6
PS4,Malicious Fallen Review,5
NS,Shovel Knight: Specter Of Torment Review,8
PC,Styx: Shards Of Darkness Review,6
NS,Fast RMX Review,7
"PS4, XONE, PC",Ghost Recon: Wildlands Review,7
NS,Snipperclips Review,7
"PS4, XONE, PC",Torment: Tides of Numenera Review,9
PC,Loot Rascals Review,5
"WIIU, NS",The Legend Of Zelda: Breath Of The Wild Review,1
NS,Super Bomberman R Review,7
"NS, NS",1-2-Switch Review,6
"PS4, NS",Skylanders Imaginators Review,7
3DS,Story of Seasons: Trio of Towns Review,7
"PC, PS4, XONE",Ride 2 Review,4
"PS4, PC, VITA",Berserk And The Band Of The Hawk Review,5
PS4,Psychonauts In The Rhombus Of Ruin Review,6
PC,Diluvion Review,5
XONE,Halo Wars 2 Review,6
PS4,Divide Review,5
"PC, XONE, PS4",Sniper Elite 4 Review,8
IOS,Fire Emblem Heroes Review,6
3DS,Poochy and Yoshi’s Woolly World Review,7
"PS4, PS4",Nioh Review,9
PC,"Warhammer 40,000: Sanctus Reach Review",4
PC,Double Dragon 4 Review,5
PC,Beholder Review,5
PS4,Linelight Review,7
PS4,Dynasty Warriors: Godseekers Review,5
PC,Urban Empire Review,6
PC,Tropico 4 Review,7
PS4,Kingdom Hearts HD 2.8: Final Chapter Prologue Review,7
"XONE, PC, PS4",Resident Evil 7: Biohazard Review,8
PS4,Tales of Berseria Review,7
PS4,Yakuza 0 Review,8
PS4,Gravity Rush 2 Review,9
PS4,Wild Guns Reloaded Review,8
PC,Chronos Review,8
PS4,Shantae: Half-Genie Hero Review,8
PC,Space Hulk: Deathwing Review,4
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 2: Ties That Bind Part Two Review,8
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 1: Ties That Bind Part One Review,9
PC,Shadow Tactics: Blades of the Shogun Review,8
PC,Werewolves Within Review,7
3DS,Dragon Ball Fusions Review,6
XONE,Steep Review,7
"PS4, PC",I Expect You to Die Review,8
IOS,Super Mario Run Review,7
PS4,Killing Floor 2 Review,8
PS4,Sword Art Online: Hollow Realization Review,5
PC,Silence Review,7
PC,Cities: Skylines - Natural Disasters Review,7
PC,Planet Coaster Review,9
PS4,Robinson: The Journey Review,7
PS4,The Last Guardian Review,9
XONE,Dead Rising 4 Review,7
PC,Orwell Review,8
PS4,Final Fantasy 15 Review,8
PS4,Watch Dogs 2 Review,8
"PS4, XONE",Hitman Review,8
PS4,Overcooked Review,8
PS4,Hitman Episode One Review,7
PS4,Hitman Episode Two Review,7
PC,Football Manager 2017 Review,7
X360,Doom Review,7
"3DS, 3DS",Pokemon Sun and Moon Review,8
PS4,Here They Lie Review,8
PS4,Dragon Ball: Xenoverse 2 Review,7
PS4,Dishonored 2 Review,8
PC,Tyranny Review,8
"PC, XONE, PS4",Call of Duty: Infinite Warfare Review,8
PC,Skyshine's Bedlam Review,6
"PC, PS4",Firewatch Review,7
PC,Warhammer: End Times -- Vermintide Review,7
PC,Batman - The Telltale Series: New World Order - Episode 3 Review,6
PS4,Oceanhorn Review,5
"PC, PS4, VITA",Darkest Dungeon Review,9
XONE,Halo 5: Guardians Review,8
"PS4, XONE, PC",Dark Souls 3: Ashes of Ariandel Review,7
PC,Butcher Review,8
PS4,World of Final Fantasy Review,6
PC,Civilization 6 Review,9
"PS4, XONE",Titanfall 2 Review,9
PS4,100ft Robot Golf Review,5
PC,The Silver Case Review,5
PS4,WWE 2K17 Review,6
PC,Eagle Flight Review,7
"PC, XONE, PS4",Battlefield 1 Review,9
PC,Giant Machines 2017 Review,5
PS4,RIGS Mechanized Combat League Review,6
PC,Shadow Warrior 2 Review,8
"PS4, XONE, PC",Mafia 3 Review,6
PC,Duke Nukem 3D: 20th Anniversary World Tour Review,5
PC,Atlas Reactor Review,8
PS4,Rise of the Tomb Raider Review,9
PS4,Battlezone VR Review,7
XONE,Gears of War 4 Review,7
3DS,Yo-Kai Watch 2 Review,5
PS4,PlayStation VR Worlds Review,6
WIIU,Paper Mario: Color Splash Review,7
PS4,Batman: Arkham VR Review,7
PS4,Until Dawn: Rush of Blood Review,5
PS4,SuperHyper Cube Review,6
3DS,Sonic Boom: Fire and Ice Review,6
3DS,Azure Striker Gunvolt 2 Review,8
3DS,River City: Tokyo Rumble Review,7
PC,World of Warcraft: Legion Review,9
"PC, XONE",Forza Horizon 3 Review,9
"PC, XONE, PS4",XCOM 2 Review,9
"PS4, XONE",FIFA 17 Review,9
"PS4, XONE",Destiny: Rise of Iron Review,6
PS4,NBA2K17 Review,9
PS4,God Eater 2: Rage Burst Review,8
PS4,Pro Evolution Soccer 2017 Review,8
PC,Batman - The Telltale Series: Children of Arkham - Episode 2 Review,6
"PC, XONE",Worms W.M.D. Review,8
3DS,Shin Megami Tensei 4: Apocalypse Review,9
XONE,ReCore Review,6
PS4,The Tomorrow Children Review,3
PC,The Final Station Review,7
3DS,Phoenix Wright: Ace Attorney - Spirit of Justice Review,8
"PC, PS4, XONE",Jotun Review,8
"XONE, PS4",NHL 17 Review,7
PS4,F1 2016 Review,8
PC,Mother Russia Bleeds Review,7
PS4,Grow Up Review,5
"PC, XONE, PS4",Valley Review,7
PC,Obduction Review,7
PC,Master of Orion Review,7
"PS4, VITA",Alone With You Review,8
PS4,Jojo's Bizarre Adventure: Eyes of Heaven Review,6
PS4,Attack on Titan Review,6
"PS4, XONE",Madden NFL 17 Review,8
3DS,Metroid Prime: Federation Force Review,5
"XONE, PS4",Inside Review,8
PS4,The King of Fighters XIV Review,8
PC,Deus Ex: Mankind Divided Review,8
IOS,Deus Ex Go Review,8
PS4,Bound Review,7
PC,Kentucky Route Zero Act IV Review,9
PC,This is the Police Review,7
"PS4, PC",Abzu Review,9
PC,Batman - The Telltale Series: Realm of Shadows - Episode 1 Review,8
PS4,God Eater Resurrection Review,6
PC,Necropolis Review,6
"PC, PS4, XONE",Kerbal Space Program Review,9
PC,Quadrilateral Cowboy Review,9
PS4,Headlander Review,8
PC,The Assembly Review,5
PS4,I Am Setsuna Review,7
PC,Brigador Review,7
PS4,Ghostbusters Review,3
PS4,The Technomancer Review,6
"PC, PS4",Videoball Review,8
PC,Breached Review,3
"IOS, AND",Pokemon Go Review,7
3DS,Monster Hunter Generations Review,8
PS4,Song of the Deep Review,6
PS4,Furi Review,8
XONE,7 Days to Die Review,2
PS4,Asemblance Review,5
3DS,7th Dragon III Code: VFD Review,8
PC,I Get This Call Every Day Review,7
PC,Space Run Galaxy Review,8
3DS,Zero Escape: Zero Time Dilemma Review,6
PC,Dead by Daylight Review,6
PC,Duskers Review,8
XONE,The Division: Underground Expansion Review,7
PC,The Solus Project Review,5
PS4,Umbrella Corps Review,3
PS4,Lego Star Wars: The Force Awakens Review,7
PS4,Star Ocean: Integrity and Faithlessness Review,5
WIIU,Tokyo Mirage Sessions #FE Review,8
"PS4, XONE",Mighty No. 9 Review,5
PS4,Trials of the Blood Dragon Review,7
PC,The Way Review,6
MAC,Dropsy Review,7
PC,Hearts of Iron 4 Review,8
PS4,Dangerous Golf Review,4
XONE,Tropico 5 Penultimate Edition Review,7
PC,Sherlock Holmes: The Devil's Daughter Review,6
PC,Excubitor Review,8
XONE,Mirror's Edge Catalyst Review,7
X360,Mirror's Edge Review,7
PC,Edge of Nowhere Review,8
PS4,Odin Sphere Leifthrasir Review,8
PC,Duelyst Review,8
PS4,Teenage Mutant Ninja Turtles: Mutants in Manhattan Review,4
PC,The Witcher 3: Wild Hunt - Blood and Wine Review,8
3DS,Kirby: Planet Robobot Review,8
PC,Overwatch Review,9
"PS4, XONE, PC",Fallout 4 Far Harbor Review,6
PC,Hitman Go VR Review,6
PS4,Shadow of the Beast Review,5
PS4,Party Hard Review,7
PC,Total War: Warhammer Review,9
